SYMBOL,NAME OF COMPANY,sec_bhavdata_full_02122024.csv,sec_bhavdata_full_03122024.csv,sec_bhavdata_full_04122024.csv,sec_bhavdata_full_05122024.csv,sec_bhavdata_full_06122024.csv,sec_bhavdata_full_09122024.csv,sec_bhavdata_full_10122024.csv,sec_bhavdata_full_11122024.csv,sec_bhavdata_full_12122024.csv,sec_bhavdata_full_13122024.csv,sec_bhavdata_full_16122024.csv,sec_bhavdata_full_17122024.csv,sec_bhavdata_full_18122024.csv,sec_bhavdata_full_19122024.csv,sec_bhavdata_full_20122024.csv,sec_bhavdata_full_23122024.csv,sec_bhavdata_full_24122024.csv,sec_bhavdata_full_25122024.csv,sec_bhavdata_full_26122024.csv,sec_bhavdata_full_27122024.csv,sec_bhavdata_full_30122024.csv,sec_bhavdata_full_31122024.csv
20MICRONS,20 Microns Limited,,,,,,,,,,,,,,,,,,,,,,
AARTIIND,Aarti Industries Limited,-0.9703323667187201,0.25903817997523015,0.4493372275893057,0.42496085886825696,0.579064587973279,-0.70859167404784,-0.17841213202496756,-0.22341376228775692,-1.9928347514554485,-0.1142334932602239,0.2744739249771246,-2.1099452554744524,-1.735989747174645,-1.4702395067583565,-2.803850782190127,1.3990342949114714,1.4407814407814352,1.4407814407814352,-0.5175734232065424,-0.48396854204476714,-0.2796352583586571,-0.012192148256525571
AARTIPHARM,Aarti Pharmalabs Limited,2.9026660356523077,0.8201747662118692,-0.4181555538660382,-1.5956634600702295,-1.9629141128093865,-1.54320987654321,-2.62036813760951,0.44572843582336696,-1.1258114882077448,1.2051196808510638,-0.9608277900960865,-3.001658374792707,-3.479227218327923,1.1779293242405617,-0.04376750700280112,1.348629477187132,1.106022638900886,1.106022638900886,8.084779078711234,7.132126195935798,0.10332865894160924,1.1944260119442633
AARTISURF,Aarti Surfactants Limited,,,,,,,,,,,,,,,,,,,,,,0.01567766716312969
AARVI,Aarvi Encon Limited,3.714182081973163,0.13988948730502107,-0.49591394845287395,-0.2246244559876608,0.18291824961307115,0.44241573033707543,-0.7271201845766567,0.14789773927739946,5.316455696202533,-0.22035256410255347,-2.870909455932557,-0.6614303431169765,-1.3108614232209839,-2.2208166420690114,-0.5750017968806029,0.07229089857586518,-2.795636783934121,-2.795636783934121,2.2220570749108273,-1.7302798982188468,-1.0801213286971811,0.785281579537793
AAVAS,Aavas Financiers Limited,-0.5797447927561812,0.8566533409480296,-1.0788579603028037,0.27416244878285023,-0.6609981071417841,0.426458579076306,1.4064570533670586,-0.5791333788720263,0.2539132512845023,-0.8462203152468666,0.33957387985696375,-0.3234501347708949,1.0966889009073975,-0.18129402324129668,-0.8336807002917883,0.43535699273404194,-0.2092613075842277,-0.2092613075842277,-0.3085587609718022,-0.1412344491856564,-0.1474526797267639,1.2325959857754232
ABAN,Aban Offshore Limited,-0.030878493129529137,-0.03088803088802474,1.483083577939122,-1.7658699954330896,5.532310553231044,4.493392070484585,-1.9252388982574344,0.4728471127668696,-3.0376497432972185,-1.2648918958670385,0.789512885446151,-1.0050251256281297,-0.49268438339802667,-0.7651912978244637,-1.9806471121862748,-1.9589696128335585,0.17306482064191225,0.17306482064191225,-1.1622428145123325,-0.20657873828063333,-1.3535031847133667,2.3083131557707826
ABB,ABB India Limited,0.9364999157823817,0.6247705503454284,1.680254194002025,-2.2937814775188565,0.8546552000427328,0.22972829828929037,1.6314937745632287,0.4614434731745361,-0.9277049975739908,0.6033655258879048,2.428844968032978,-0.9239133878725347,-2.050540777363465,-3.9864701618748493,-5.857669445993547,0.5483113599422044,-1.163926888148063,-1.163926888148063,0.9755459277136512,-1.4167854520323173,-2.1170164600037946,3.1378927028700634
ABBOTINDIA,Abbott India Limited,1.1892480720257872,1.3829131183363006,1.4378864352757748,0.658578856152513,-0.016356749311294765,0.26192300737895924,-0.40207754377166005,-0.4206006363330686,-0.4294773883618555,-0.34628134533172145,-1.3874950914088748,-0.9054466616521367,0.4077448299634327,3.3591726669892137,-1.3715910283835018,-0.3357139242759104,-0.16054399378133516,-0.16054399378133516,0.2935472218228011,2.330664055670175,1.8444478616706819,-0.2088698380210212
ABCAPITAL,Aditya Birla Capital Limited,-0.07718828796377587,2.724276444535993,-0.27573068631875036,0.14076010456464969,-0.2610441767068182,-0.9311455607006213,1.6765736930345898,0.7245290561135347,-2.024010318483983,-0.3999999999999959,-0.04575263077627137,-2.2225612857288195,-0.7074122236671072,-0.12572685840011563,-2.3288749016522408,0.09666505558239535,-0.06974623102097509,-0.06974623102097509,-1.0254482980779538,-0.6021155410903093,-1.7299716219166206,-1.2495140778586105
ABDL,Allied Blenders and Distillers Limited,2.5983667409057167,-0.0434153400868241,2.09931953091067,-0.5672149744753261,5.0057045065601695,2.7841912264022817,-0.4756871035940684,-0.7169410515135543,-0.5482749398234701,0.16135538523597306,1.6512283527990426,4.26571579503433,-0.21532615579481262,-0.926631124650921,-0.9352978859705258,5.225038799793064,2.6179941002949794,2.6179941002949794,1.1857707509881397,0.0,0.46164772727273806,1.225403558383407
ABFRL,Aditya Birla Fashion and Retail Limited,2.6932270916334624,-1.8311607697082486,-1.2804299715460041,-1.5372297838270652,-0.0813140348024069,0.35807291666667407,0.5838469023678272,-0.1773621412447634,-1.6960103375868194,-0.9694380545514257,-0.38161606105858104,-1.68221185876083,-0.8300863967474127,-0.819952169456774,-2.7902170168790983,0.0,0.2303330970942715,0.2303330970942715,-0.1944493547816904,-0.1062699256110561,-1.4539007092198661,0.737675422813966
ABINFRA,A B Infrabuild Limited,,,,,,,,,,,,,,,,,,,,,,
ABREL,Aditya Birla Real Estate Limited,3.189479802383018,0.4611701753150711,1.3228440270525985,-1.3211364540282495,-0.18049592569876774,-0.763667006074225,-0.8739186583402558,-0.947655845662384,-0.15494937119382102,-0.6965497329291245,0.38706160276213303,-1.7757905979038133,-0.9785853820353001,-1.0552567419180867,-1.1210593634790358,-1.7387003500228377,-1.4790722886901235,-1.4790722886901235,-1.5484378070347844,-0.06187377749390153,-1.0564997703261476,1.2736667877760357
ABSLAMC,Aditya Birla Sun Life AMC Limited,1.1789181692094233,-0.7824994288325363,-2.2566346209199137,0.3769362153248049,-0.29924309100509944,-0.4708097928436911,-0.12417218543047165,-2.1372328458942578,-0.9981851179673321,1.7415215398716772,-0.5045045045045099,0.29578655076663596,-1.251880830574779,-0.13408910830743254,-2.2581629539212695,-1.3112706837339994,1.543815248339139,1.543815248339139,0.0,1.7695806592310963,2.5898487724239243,-0.12532824063021658
ACC,ACC Limited,0.5354210253987373,2.562151759940925,-2.2297857485709263,1.1938766401856646,-0.39693915804794144,0.09520224942989754,-0.4888299048883071,0.048900842428165274,-0.9375485992313151,0.8342864832133651,-0.042258846555916135,-2.142761781852169,-2.610336751631444,-1.2234129485653042,-2.4440399933817014,1.8050541516245486,-0.9995716121662144,-0.9995716121662144,0.3726140679840377,-1.0562115297104486,-0.2759488768396504,-0.35924073984174426
